mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,emotion
-650.82495,75.053345,-1.5596936,10.679241,3.4528768,9.057184,-3.5068495,-5.2496476,-8.949531,-2.107145,-1.3579396,-7.44806,-1.8247755,-0.07149671,-4.6153173,-1.8114898,-1.3453466,-3.4674568,-2.9458494,-2.0422952,-3.0734854,-2.7333703,-0.24363834,-3.706647,-3.8244247,-2.540304,-4.756429,-2.099851,-3.191465,-3.1673663,-2.0138643,-1.1517067,-1.4596738,-2.32441,-1.6710725,-2.170782,-1.4145818,-0.8785509,-2.3116658,-1.24212,neutral
-652.3244,82.7199,5.666817,16.565447,8.281691,14.928033,-0.48059675,-0.55506,-6.1648507,0.99932706,1.9675256,-3.9197764,0.4366534,1.9783403,-1.6877965,2.153718,0.6452179,-1.4058037,0.36514497,2.5080643,-0.489025,-0.5922503,2.6045055,-1.5133973,-0.8118761,-0.15377465,-1.9707214,-0.07822212,-2.064765,-1.0095371,-0.3428975,0.5273182,0.4261106,0.559997,1.307813,0.43074045,0.52766716,0.946484,-0.376267,0.37590176,neutral
-662.19574,81.63297,-3.5776653,16.832031,1.741335,13.511324,-3.946744,-3.5146737,-10.031097,-0.40375623,-3.0484474,-6.706131,-0.1358415,0.0922725,-5.438962,-0.29106858,-0.6614324,-2.9571047,-2.4981737,-1.5017658,-2.0377302,-4.123102,-0.2702371,-2.6695042,-4.8211646,-2.953522,-2.6402974,-1.8615909,-4.1422267,-3.5993347,-1.7573625,-1.2257684,-2.9166715,-1.8534055,-1.2108643,-2.20525,-1.8694047,-1.9816898,-3.1362064,-2.3858495,neutral
-652.5885,77.5137,-1.5408561,17.84109,0.7131475,14.448554,-2.5529969,-4.6707406,-12.221157,-1.5976422,-3.8547795,-7.1611824,-1.4848601,-0.67377114,-3.786654,-0.7654652,-1.327691,-3.5085742,-2.5080457,-0.79408646,-1.6457497,-3.7646544,0.3131343,-1.6100986,-3.2235901,-1.9112638,-2.53719,-1.5019596,-3.6424155,-2.6614554,-1.5382705,-0.7282787,-1.9871908,-0.6626605,-0.5461125,-2.17064,-1.4681468,-1.667005,-2.559689,-2.4423892,neutral
-671.14734,83.922676,4.4144216,18.822296,1.0988159,15.853525,-4.5814576,-1.1035548,-9.938231,2.6786115,-2.2649739,-4.6252856,2.9222016,1.377507,-6.4703035,1.7605909,-1.9933529,-3.1105163,-0.5236517,-0.74823284,-2.1303532,-2.862403,1.2427937,-3.7980394,-3.5786617,-1.3453162,-4.130257,-1.7052119,-3.474995,-3.262913,-1.634926,-0.9426665,-2.149401,-1.2102859,-0.88039964,-1.0254662,-1.3315728,-1.1440445,-2.580975,-1.8856719,calm
-665.8279,84.23869,-1.405645,15.918263,0.41480905,13.920028,-6.476468,-2.6288376,-10.275372,1.3067621,-1.827777,-4.7251716,2.3447976,1.0762953,-7.92294,1.2268033,-1.9246291,-4.4755907,-2.1061957,-0.96172863,-2.8451033,-2.8050284,1.7431806,-4.4426484,-3.678243,-0.68770075,-4.2744856,-2.2656546,-4.093369,-3.0603423,-1.7637637,-1.9917213,-2.7697182,-0.9226819,-1.0708134,-1.5424368,-2.1057968,-1.6310747,-2.9865937,-2.7735064,calm
-670.2019,95.914825,-2.0398586,17.43807,-0.19794609,21.545874,-5.6796083,-7.8394384,-10.625422,7.422122,-4.1971836,-6.7059283,5.1207113,0.64620733,-7.8958454,2.4123106,-3.1225948,-1.6892242,-0.6858826,-1.3744681,-0.7580837,-2.0596974,-0.49677506,-2.3766556,-2.8062236,-1.7131604,-3.7070312,0.33607084,-3.550807,-3.3090427,-1.7421405,-1.6287532,-0.71658933,-1.9908525,-1.3372567,-0.31651467,-3.5473096,-2.1683147,-0.81266946,-1.8444865,calm
-575.3465,79.03594,-3.718046,16.043987,-4.3957295,15.99411,-3.8400064,-4.4334903,-11.568269,2.914715,-3.6854777,-6.7109704,2.9588125,2.6225665,-9.6362,1.105713,-1.5303952,-4.7994213,-0.4472354,-0.27980185,-3.4772465,-3.332233,0.83331174,-2.4428353,-5.6306763,-1.2335235,-2.7717636,-1.4956235,-4.246908,-2.6036243,-1.409913,-0.13584577,-2.218158,-2.213172,-0.9284881,-0.94925296,-3.3226223,-1.180591,-2.346116,-3.2648513,calm
-595.656,115.125786,-12.486445,9.778534,-4.4078407,11.404601,-7.635161,-6.138894,-14.109396,3.5589497,-4.4130926,-8.857958,9.459617,6.6995783,-9.846996,2.863411,0.44323835,-4.4459257,0.12393793,1.1196635,-0.11325951,-3.2315493,2.1681645,-1.725411,-6.076948,-2.3901176,-3.0976691,0.6664364,-3.5672028,-1.3354977,-1.3610523,-1.9788309,-0.14969967,-0.27996817,-0.044327468,-0.46734595,-2.2497993,-1.5025822,-1.844655,-2.7171383,calm
-558.1487,88.59589,-9.80909,9.89559,-0.15828934,14.887551,-6.977334,-2.425005,-13.570071,-2.5855148,-4.0768247,-5.4507413,2.417921,2.3264976,-7.3717947,1.6785532,-2.7077222,-4.4869375,0.27363795,0.33696863,-2.3015347,-3.0338786,2.9057655,-1.972886,-5.807872,-1.1864438,-3.8006172,-1.2862535,-2.9727197,-1.9156297,-1.4031308,-2.15325,-2.003388,-0.6066154,-0.6637429,-1.1619262,-3.5020916,-2.024624,-3.5930965,-4.713404,calm
-558.07135,89.91926,-4.5590396,15.62289,-1.6816987,17.939384,-4.411679,-2.5617187,-11.794612,4.9933753,-4.2477236,-4.8499327,7.1187406,5.9972105,-9.425089,4.3487096,0.9802569,-3.0776758,1.8292128,1.3351883,-1.6495163,-1.1384932,2.3215168,-2.6942718,-6.2998147,1.4787759,-2.5452907,-0.88512444,-2.7553551,-1.9053159,-1.1818764,0.2523033,-1.6184278,-1.4888754,-0.2666113,0.47969228,-2.4857092,-0.33084744,-0.7532778,-2.8862946,calm
-563.3624,89.31719,-6.2604303,16.353273,-4.8267765,15.496614,-3.8968604,-3.2850764,-14.18829,3.337929,-2.3596406,-5.4489956,6.167412,4.5014877,-11.871829,4.189648,-0.28052562,-4.666731,1.1464187,1.3648084,-1.6655496,-2.4125547,1.0338901,-1.964649,-7.8290515,-0.20412394,-1.7996274,-1.8666754,-3.9930198,-1.1655475,-1.3430007,-1.4534503,-2.1953402,-0.64052063,-0.9291747,-0.026023215,-3.4292421,-1.1317549,-2.2014163,-2.803959,calm
-581.51776,86.49795,-7.0137944,6.617817,-1.499621,11.158793,-4.0651083,-3.0187302,-13.006205,-5.2034173,-6.9504075,-7.873938,3.0678222,-0.56200045,-8.663385,-0.51216847,-2.9460387,-3.8163822,-1.844644,-1.5383625,-2.9670672,-3.4448335,-1.8525522,-4.454101,-4.4360495,-3.844561,-3.9887161,-2.0458815,-4.441524,-3.992863,-2.277014,-2.2431302,-3.5059452,-1.3840106,-1.3831921,-2.903719,-2.385973,-0.62640387,-1.5243224,-0.0052254023,happy
-547.64355,79.97517,-9.052598,3.53782,-7.860311,5.431234,-4.5503254,-2.237038,-14.489895,-4.793422,-7.760324,-10.281886,1.0722269,-2.4365664,-9.8499,-1.2320448,-3.5371234,-4.910136,-4.391236,-4.6959286,-4.8817267,-3.58585,-0.9384727,-4.5143657,-6.883132,-3.8114836,-4.233242,-3.0562472,-2.9004593,-0.8060315,-1.8631455,-0.48902246,-1.5119064,-0.5311656,2.8366609,2.6372027,1.2748054,3.4524121,3.1117997,2.1227198,happy
-562.18933,67.71657,-7.029317,9.449414,-1.7910746,8.841336,-4.2650714,-6.7323647,-14.042651,-3.2341087,-5.817202,-10.919733,-1.24479,-4.2984104,-8.921824,-1.6717088,-4.427981,-5.2273717,-3.3725345,-3.8587813,-4.2872205,-4.4415774,-0.5008544,-3.1583457,-5.1265616,-2.3794494,-3.7478075,-3.533425,-3.9497643,-2.759395,-2.9497354,-2.0474083,-2.2007267,-1.5181557,-0.48303938,-1.7068402,-1.6038929,-1.6863626,-1.9337835,-0.98027164,happy
-595.686,72.477,-3.5955465,10.491075,-4.5319443,7.739019,-0.56515515,-3.2722828,-14.578573,-1.1650196,-5.0173845,-9.092421,2.2382286,-1.992074,-7.4101067,-0.47953388,-3.657893,-3.3710456,-1.3334641,-4.124618,-3.9144173,-3.4211857,0.4710174,-3.6511662,-5.797433,-4.014508,-4.4485407,-3.0574856,-4.5928683,-3.9170887,-4.1812015,-3.1397598,-3.1183763,-2.2317424,-0.04260423,-1.4569395,-1.3132879,-0.58200496,-1.3978851,-0.5534136,happy
-463.13293,70.86732,-11.192143,7.132051,-11.5031595,1.6838654,-4.482834,-5.5729303,-13.715826,-3.7343342,-6.7022758,-11.326709,0.6737863,-0.31435055,-11.756778,-1.4301069,-2.256662,-5.619912,-3.5877392,-5.623735,-3.750831,-3.7948644,-2.512327,-4.3647537,-6.478386,-2.7961874,-3.2342677,-1.4872615,0.8715855,5.9099474,6.7171354,8.479008,8.159804,6.396842,3.713299,0.6213869,-0.9628472,1.0433705,1.5337998,2.8788757,happy
-435.09845,78.4659,-21.20514,8.521789,-12.405359,-0.9865324,-5.083645,-3.844443,-13.417733,-7.1885753,-8.733084,-13.107973,0.022042707,-0.24365132,-13.080017,-0.92024964,-1.9156882,-8.002644,-4.4127383,-5.4112463,-5.046506,-3.1292531,-3.308318,-4.946816,-9.911994,-4.4280024,-2.83149,-5.1568255,-0.7083836,4.339322,4.189186,6.2523136,8.128096,8.937085,7.6429334,5.0587955,1.8888897,1.5946124,0.8245892,1.3194543,happy
-382.65955,63.63718,-11.786406,12.949072,-14.542375,3.1309745,-6.531922,0.37984097,-14.354539,-6.7774053,-8.539289,-13.847208,-5.326892,-0.22986948,-10.0929165,-4.5918694,-2.0148263,-0.49430934,-3.814971,-4.1857553,-4.4405456,-2.8425207,-2.6914506,-3.4571788,-3.2758207,2.408916,2.5492594,3.7995927,1.5419273,3.5655303,2.7451198,2.976832,1.6172965,1.9170822,3.0529046,4.9468894,3.4184859,4.1375475,1.8342764,1.6021249,happy
-432.74744,68.68991,-11.238523,4.979887,-11.661457,5.6240215,-2.328049,-4.7096977,-12.202044,-4.9536633,-7.0798354,-11.616607,1.0386735,-2.623262,-10.84477,-0.7573746,-2.8658576,-3.9016771,-2.9655824,-5.390201,-3.7429173,-2.1476345,-2.0159056,-5.3925314,-7.6059327,-3.720394,-1.1056213,1.0203836,0.5849047,3.567322,2.4101324,2.3949716,3.2891662,3.7872946,5.0038977,3.889206,1.9504988,0.6886778,-0.36816376,0.44751078,happy
-691.92377,94.67122,0.4766974,12.343626,0.8991415,14.521015,-2.2230031,-1.3594073,-9.2235,-0.8726238,-2.7871091,-6.337168,0.39842108,-0.5714917,-6.9282646,0.10992179,-2.5204306,-3.8174622,-2.910943,-2.934742,-1.8107278,-2.1500137,-0.79602736,-5.0129285,-2.362646,-2.314926,-3.8017004,-1.4011058,-2.900143,-2.5291715,-2.3934128,-1.9706148,-2.466137,-1.2902966,-1.1663928,-1.7954322,-0.57730407,-1.1602619,-2.6965065,-1.5651726,sad
-691.8411,90.92955,4.4404397,14.528288,1.7776676,15.707141,-3.6934361,-0.79453635,-7.786258,0.72319645,-0.22709897,-4.7636943,-0.886442,-0.20301376,-4.768677,0.23240128,-1.6996416,-2.7354991,-0.8866955,-1.9062471,-0.647672,-2.5420516,-0.483798,-4.408436,-2.1507916,-1.4245716,-4.9040227,-0.27473623,-3.2827268,-2.8162608,-2.0543263,-1.5907727,-2.2857792,-1.510166,-0.95386237,-1.0051397,-0.5351901,-2.7056787,-1.6110382,-0.8072656,sad
-631.7882,87.69928,-3.0539677,14.895871,4.1942005,14.2266035,-4.8836336,-2.6488948,-10.967318,-1.8890902,-2.9453237,-6.6824527,1.1908919,0.65901875,-6.1280346,0.796089,-0.15591249,-1.6759547,-1.0276825,-0.18549833,-1.1997774,-2.4979467,0.67736125,-2.5309458,-5.163475,-3.2550766,-2.4601905,0.9416325,-3.6446755,-4.9674125,-1.9360613,-0.19632578,-1.4404411,-0.19811483,-0.8096951,-1.4987594,-1.2822138,-1.0647855,-1.5937318,-1.8409202,sad
-645.2115,92.7884,0.5813305,20.256248,2.5060294,15.603405,-1.5338534,-3.1029828,-12.285685,1.0804851,-2.1051993,-6.84799,1.3448061,2.6060214,-5.0334496,0.78802526,-1.16935,-0.1821357,-0.739945,-1.0860722,-0.6437529,-1.6912231,-0.32717708,-2.7016656,-3.776285,-3.5796416,-3.8906596,-0.3306288,-3.2469015,-3.8184562,-3.7371614,-1.1581125,-1.543182,-1.0938002,-1.5637401,-2.1922927,-1.3212079,-2.928759,-4.046759,-2.7633917,sad
-557.013,76.07341,-4.727667,-0.7776748,-3.368198,5.033892,-7.598637,-7.478506,-15.562574,-10.0099535,-12.766381,-15.619433,-5.438045,-3.661901,-9.618127,-6.2584968,-6.4408364,-4.5014606,-3.653414,-3.1619964,-3.0439212,-4.7370625,0.410082,-1.7924901,-4.2649593,-0.631404,-2.8507113,-1.1575221,-2.9330766,-3.0740652,-2.209415,-0.7078334,-0.1599741,-1.6155584,0.0884802,1.0107031,-0.5562534,1.2418458,1.3373718,0.4502661,sad
-509.10004,70.206314,-8.00727,8.989733,-2.6881359,7.5382996,-7.016756,-3.4589763,-15.834296,-7.2725825,-8.42375,-10.813387,-3.9988852,-3.8426142,-11.650868,-5.5984225,-6.1645713,-5.4467936,-3.901394,-3.8714883,-2.6283576,-4.14227,0.7377205,-0.3911403,-1.9233606,1.0905628,0.051895652,1.7051002,-1.8944336,-1.3557433,-0.049002584,0.7087943,-1.6113471,-2.984357,1.0559297,0.8925247,1.2771637,3.1577704,2.4229352,0.73783493,sad
-454.31,71.67222,-8.020228,7.775586,1.7673954,12.760119,-3.6207776,-1.3776392,-12.551631,-8.867118,-8.763047,-9.168039,-1.5708237,-3.5845606,-8.510371,-0.42887074,-3.4269998,-4.374138,-0.6118796,0.8605401,-0.025107916,-2.5941904,1.7768637,1.4666092,-2.952858,-1.703081,-1.7897075,1.5203642,-2.2793987,-4.268401,-0.73550665,0.91954446,-0.6469837,-0.28845036,1.8983201,1.4278034,1.4163183,2.8904493,0.9868568,2.0922463,sad
-503.2616,75.795685,-5.742663,11.326399,1.0718491,10.99579,-2.8999624,-0.7729066,-10.083305,-5.325581,-8.964861,-8.641292,-2.4564226,-2.0495143,-7.0790663,-1.7392247,-2.0972342,-2.6281185,-0.50643116,0.06499262,-2.7415214,-2.9882665,1.3312191,-0.45913947,-4.7397704,-4.11239,-2.2759037,-0.35605392,-4.1105947,-4.054649,-1.5230076,0.08270075,-1.6707827,-0.34325287,0.32552424,0.29651365,1.8012305,2.4969969,1.4173114,2.142876,sad
-653.062,87.55609,-0.48392147,21.858515,4.684998,17.147743,-7.514381,3.4820676,-10.20092,-5.455109,-2.6334658,-4.0951796,-2.1386702,-2.9334846,-3.4273736,0.8305743,-4.56113,-2.2477424,-3.1259615,1.567192,-0.41134554,-3.5113208,0.34279794,0.18143429,-0.9922607,-1.420333,-2.872153,-1.6463776,-4.143409,-1.4924091,-2.7502794,-2.3000839,-1.1578786,-0.61475784,0.44980815,-0.8814937,-1.5687454,0.7739309,-1.5550393,-1.2737404,angry
-542.4271,79.08205,-9.687261,12.7139435,4.7941017,10.660156,-6.412248,-0.13605496,-9.137848,-7.085072,-2.828297,-6.242001,-6.024363,-2.9750426,-4.455139,-0.75810647,-3.669339,-5.0875106,-2.8352454,0.5847156,-0.21779186,-2.5565515,1.5471615,-1.775006,-1.7004877,-1.1725626,-3.923892,-1.7950491,-2.6502993,-2.0736864,-3.1866784,-1.9098544,-1.9977682,-1.0911825,-1.1160631,-0.74266654,-1.5078284,-1.5104183,-0.80108297,-2.4118664,angry
-565.4901,86.78151,-12.565881,15.103841,2.804815,11.657201,-7.2918344,-1.3025218,-13.348262,-8.51801,-3.2220883,-5.785673,-4.285244,-3.2126553,-3.0139205,0.9290939,-5.425266,-5.27888,-1.6322849,-0.21501532,-0.86075777,-2.3935423,-0.746282,-2.3949037,-1.7762529,-1.593546,-2.6390944,-2.23968,-4.322491,-2.0478852,-2.446173,-2.2687285,-2.14834,-0.91509867,-0.5765787,-1.6980134,-1.7379547,-0.50725657,-2.8414977,-2.620856,angry
-524.1814,85.32957,-12.332532,11.020672,-2.0355346,10.610242,-8.31675,-3.8895504,-14.1109,-7.234545,-6.419562,-7.038712,-4.957478,-3.1647458,-4.424978,-0.50303835,-4.90716,-6.848675,-3.932276,-1.1231184,-0.15945113,-2.9353933,1.8698493,-2.0031114,-2.6904957,-1.85157,-3.8360908,-1.3518585,-3.2445896,-3.7840703,-3.904644,-0.8699636,-3.4309773,-1.5834974,-1.4571807,-1.784613,-2.9777863,-2.5420275,-2.8472602,-2.8679695,angry
-371.46576,70.171585,-23.333237,11.865147,-2.593794,-0.46233326,-8.77402,4.477864,-12.264639,-8.386244,-2.069359,-5.8663373,-6.640087,-1.0678256,-4.2452164,-2.3724444,-3.0084682,-2.87609,-1.2040607,0.39192387,-3.2847495,-2.7515075,-0.067206964,0.48342526,-3.1998746,2.2363722,0.14783576,3.415908,2.9451222,4.190932,3.3307328,5.6061425,7.011722,5.815465,5.5433664,5.51102,3.5463967,4.884344,2.7243972,3.3422196,angry
-364.18478,67.36594,-19.308813,12.431146,-1.610373,4.4540586,-8.195003,1.2907875,-11.496608,-9.479122,-2.2458413,-4.919535,-5.0647078,-2.8756173,-4.7803164,-1.7150476,-2.5915427,-2.824771,-2.383801,-0.7664691,-2.5211391,-3.2667694,-1.2474877,0.104498394,-2.9344256,0.7926857,-0.8206833,3.4105363,3.9486637,3.6160197,3.0856946,4.760866,5.3646226,4.188943,3.2379558,4.4470434,3.5560825,4.739776,3.980383,2.8969872,angry
-385.5774,71.52516,-18.275528,11.232079,-5.0841055,1.3441284,-9.877406,3.8137999,-11.285021,-9.970743,-4.3908176,-4.986711,-4.954866,-1.3660539,-5.074636,-2.1179652,-2.6073127,-4.306848,-2.8209283,1.3018259,-2.2204876,-1.3148192,-0.23998697,1.3332689,-2.4391866,-0.01587514,-0.506243,1.8632288,-0.8786555,2.4301136,1.452573,3.0967624,3.5934718,3.555918,3.769975,3.2655058,1.6410432,3.23828,2.0374477,2.703455,angry
-354.46045,66.60236,-20.03985,13.610675,-5.9195127,0.00018685704,-10.763464,4.9986844,-10.845708,-7.561625,-6.752346,-5.047124,-3.696024,-1.2029668,-5.9639277,-3.6155343,-2.084802,-4.007497,-5.4762564,-0.6201046,-3.14119,-0.85346454,-0.24107094,-0.33779344,-4.262105,-0.81587124,-0.40360802,1.8879786,0.012748123,2.6070979,2.357577,3.841148,2.9686732,3.2479725,3.6855989,6.146169,4.2260013,5.2328153,3.2685711,1.7587788,angry
-614.97107,86.72634,-6.066335,17.970036,-1.0990664,14.759195,-5.1752567,-0.30269298,-15.730035,-7.237109,1.0268165,-5.4319572,-1.6544394,-2.715935,-6.2982473,-2.2746801,-4.163142,-3.619371,-1.6345208,-1.6523112,-2.2726831,-2.3091679,-0.80922973,-2.2429867,-4.24516,-2.8853257,-3.6972358,-0.42736948,-3.134354,-1.8321147,-2.1094797,-1.809531,-2.1572297,0.74609774,-1.4743576,-1.8103194,-0.32808617,-1.0426561,-1.0376091,-0.9640355,fearful
-558.6532,94.69803,-10.094575,15.966925,-0.99237657,14.507664,-9.3337,-4.556717,-15.884416,-7.466697,-0.9413523,-8.353817,-3.9953206,-4.037868,-7.9858932,-4.3644943,-4.8779078,-4.275611,-4.4576983,-3.0356138,-5.42317,-3.2225363,-0.83461225,-4.765948,-6.249057,-5.1649942,-5.120241,-1.7529019,-4.238042,-4.901382,-4.5892763,-1.3352281,-2.6106818,-0.34166092,-2.4571464,-2.1813347,-0.99641675,-2.059073,-2.2329562,-2.8729417,fearful
-557.5914,79.30087,-10.559691,17.806805,-2.841905,10.685294,-6.4881077,-3.9426188,-13.416121,-7.913074,-4.188865,-8.591356,-2.9286573,-0.7547921,-8.157154,-2.8652077,-3.548766,-2.325258,-3.4224365,-3.9049492,-2.8939927,-4.783498,0.3327195,-3.9007957,-5.7557435,-3.7716432,-4.1819143,-2.0527296,-5.0371704,-3.9681497,-3.2486725,-0.8673419,-2.413861,-1.35,-2.7053666,-2.073411,-2.2545981,-2.3048966,-2.4997199,-3.8665717,fearful
-577.4123,83.98748,-8.424987,9.811444,3.218545,11.16665,-4.1687164,-4.7221513,-13.760408,-6.826519,-3.5647807,-7.1953626,1.028411,0.89179826,-6.771159,-0.86208487,-1.4640439,-0.8941039,1.1017877,0.27080777,-2.5976424,-2.1761615,3.1339307,-2.0662835,-4.537021,-3.3203936,-3.9186683,-0.7137814,-2.600364,-2.792962,-2.6721869,0.59061897,0.24770571,-0.5720315,-0.6559868,-0.5534685,-1.0689188,-1.0743073,-2.6394083,-1.7874149,fearful
-416.87708,93.55297,-13.417342,14.867507,2.4060752,17.462492,-2.8187327,4.1689334,-6.812185,1.1675432,-6.263755,-6.4478345,6.1810994,3.7186441,-11.136363,0.8597484,1.698755,1.3330134,2.2669377,1.327863,-2.6689425,-1.3873124,3.0629466,0.06602451,-5.052313,-0.267905,-0.6119755,1.2664956,-3.5522287,-0.3288249,0.77896804,2.4740317,2.8029196,3.2193525,2.1609576,4.734085,4.2932334,5.4272823,3.9504716,4.266764,fearful
-368.60144,77.371704,-24.102606,6.45371,-7.0047226,7.090896,-7.226994,-0.72204924,-19.60551,-9.879688,-7.2351227,-14.060124,-0.73618054,-2.4765391,-12.85601,-3.2669144,-2.2323458,-1.4433602,-1.4364184,-0.53224677,-2.992948,-4.8944044,1.1430302,1.8501824,-4.4296536,-1.1714106,1.2364827,2.3741086,1.0262341,2.9982498,8.120476,9.128466,6.192563,7.2309766,6.3911104,5.493736,5.4152813,5.6388545,3.6491718,3.4033122,fearful
-425.4289,71.385544,-13.045388,14.818954,-3.7614074,12.552749,-1.9730877,4.2654114,-14.234061,-6.522216,-6.463125,-9.7915325,-0.38614857,0.5549418,-10.215,-3.8317528,-2.2606876,-1.0869685,-0.15785758,1.1380464,-2.7703946,-2.7261777,0.5392973,1.1782973,-2.9661493,-2.5237725,0.40485996,4.8715057,1.3410524,3.812118,5.3379292,8.170448,7.7358117,6.4267936,5.8781533,7.559865,5.335488,4.698212,4.7780843,4.062331,fearful
-384.39383,82.68547,-25.854326,5.158636,-13.674616,6.1407557,-7.6037846,-3.9549258,-20.229721,-5.5298376,-11.622337,-15.883946,2.9951692,3.4497187,-12.097384,-3.885433,-0.06442667,2.4123142,0.34203658,0.47920382,-2.318911,-4.5859165,1.0351844,1.2440996,-5.653777,-2.3839176,1.0514464,6.105912,3.112902,4.25678,8.434238,11.488643,8.982434,7.3098893,5.6499267,5.2440147,4.544958,4.6879,3.7066526,3.9999166,fearful
-573.58203,84.51253,-9.768135,10.765009,0.062492672,11.31847,-10.6947775,0.81419563,-9.129473,-3.4155073,-3.7065926,-1.5936695,3.0000846,-4.9117055,-5.5418916,-2.254482,-6.4799523,-3.2276113,-3.9391446,-2.924891,-2.824727,-3.2828822,-1.7368078,-3.5939765,-4.1323366,-3.3536422,-5.956297,-0.85148925,-2.6746192,-3.899591,-3.981909,-3.8500056,-1.0992894,-0.73587084,-3.785297,-0.72414947,-1.0885032,-2.5382411,-1.6908536,-2.3564258,disgust
-618.37427,83.005135,-1.6759187,12.043492,1.6131184,15.324558,-10.920175,2.0471966,-10.583956,-5.136905,-4.8410397,-3.9477425,2.5303812,-4.698107,-4.759135,-2.1087503,-5.8223486,-0.8172142,-2.822429,-1.6854974,-2.0488284,-1.5374023,-2.4665515,-2.5038064,-3.4001217,-2.9544132,-4.157351,-1.5538279,-3.3739622,-2.8935547,-1.3978789,-2.8551419,-2.1973307,0.26145288,-2.295858,-0.51313186,-0.4886065,-0.50811,-0.79664403,-1.2650326,disgust
-612.5424,67.349144,-1.6704596,17.94051,1.5331881,14.715974,-10.138942,0.48823917,-14.177337,2.470496,-4.1733727,-0.7552408,1.2989501,-5.309803,-6.3136153,-1.5164578,-3.578612,-1.0040303,-2.876752,-2.0893178,-1.3545767,-3.324411,-1.5788398,-0.71569616,-5.275383,-3.5301695,-3.271076,-1.1545365,-3.9638672,-1.2350507,-2.515691,-2.1479027,0.34844226,-0.6264915,-3.129654,0.7471893,-1.1864897,-0.088737264,-1.5208477,-1.6642236,disgust
-538.495,77.0598,-9.714148,8.943498,-0.7551335,13.815856,-12.097764,-0.36313978,-14.6647415,-1.7315631,-6.4333634,-3.9928758,3.8885822,-4.386352,-4.720612,-2.8003762,-6.920985,-1.328737,-3.4176235,-4.0018215,-0.10575212,-3.1423473,-1.5263977,-2.9015083,-4.288404,-3.8363333,-5.114227,-1.0658054,-3.434382,-3.9261737,-2.5284245,-3.3601468,-0.6506315,-0.71599525,-3.078774,-1.3845339,-1.8344247,-0.90163165,-2.9076848,-2.865041,disgust
-584.6922,85.483604,-4.9282336,12.613634,4.452445,15.811362,-15.518514,0.89766735,-12.668603,2.2340963,-4.073238,-3.1329625,0.8561594,-3.322111,-5.7970905,-1.8559123,-4.5444903,-1.0521208,-5.5223384,-2.8892248,-2.2388437,-3.5080144,-2.4420347,-1.4843442,-5.9319305,-1.2667125,-4.637252,-3.7224307,-3.7951,-1.3051829,-2.8877003,-2.5261624,-3.555931,-0.9998751,-1.8725452,-0.029092407,-1.3102984,-1.6800005,-2.850022,-0.7551819,disgust
-559.0867,95.37837,-5.898038,18.884579,-3.1551678,12.157998,-14.379379,3.9424577,-12.291295,4.8368087,-5.3656974,-3.7733104,2.6006687,-1.8040532,-4.4484878,-0.9505421,-5.0176816,-2.1738942,-5.530562,-2.5977447,-1.3181502,-3.6853678,-1.019825,-0.27580154,-6.6582084,-4.2530084,-6.239106,-1.0570613,-2.9754622,-2.150855,-3.7058837,-4.4998727,-2.54593,-1.0694349,-3.6663954,0.6421652,-3.045557,-3.1281831,-1.7954986,-3.0423245,disgust
-533.6058,84.399216,0.16385566,15.755455,-6.3655634,8.379248,-11.798391,-0.85147923,-9.785819,4.5872726,-7.542075,-8.839756,-1.4748547,-3.6427145,-4.508781,-5.021531,-4.02679,-1.7554282,-6.937991,-4.278061,-3.1196356,-4.2428784,-1.7447425,-3.1428192,-4.277059,-3.3552687,-5.962263,-2.9107175,-4.182228,-3.596944,-1.6659826,-3.1134365,-3.2085903,-1.3980274,-3.160933,-0.7999539,-2.1270432,-1.2384431,-3.0145257,-3.741942,disgust
-482.8137,75.006676,-14.951169,13.023559,-8.709139,4.0918927,-11.123576,-0.10488376,-15.4456005,-1.0205048,-9.323097,-6.5928116,-3.4717774,-4.025304,-2.8271775,-5.564001,-7.027627,0.03628274,-4.7018366,-6.025318,-4.502231,-3.5623133,-1.8894366,-4.6607885,-5.979664,-3.559289,-7.989403,-3.4130664,-4.508436,-5.2913685,-2.7999163,-0.42432153,-0.9603659,-0.24371965,-0.39688554,1.5209895,1.5758952,0.22022606,-0.24734348,-1.014854,disgust
-595.92633,78.55345,-12.423608,3.734453,-5.9745574,3.3046634,-7.769447,-2.8236904,-16.835426,-5.3281097,-5.7895026,-8.341511,-2.3362744,-1.2624773,-6.3532667,-0.9632469,-3.1702442,-4.601618,-3.8231936,-3.7314117,-1.4383339,-5.7034554,-3.8941486,-2.9450412,-2.015544,-2.5354164,-1.5005465,0.7613594,-3.0407937,-1.4399924,-0.21191616,-0.7199603,-1.9116806,-0.0134652285,-0.03672,0.64586323,0.9405347,0.8792748,2.7253025,2.065357,surprised
